RuleSet,,,org.example.rules
SILVER,E168,Other specified disorders of pancreatic internal secretion,FALSE
SILVER,E169,"Disorder of pancreatic internal secretion, unspecified",FALSE
SILVER,E200,Idiopathic hypoparathyroidism,FALSE
SILVER,E201,Pseudohypoparathyroidism,FALSE
SILVER,E208,Other hypoparathyroidism,FALSE
SILVER,E209,"Hypoparathyroidism, unspecified",FALSE
SILVER,E210,Primary hyperparathyroidism,FALSE
SILVER,E211,"Secondary hyperparathyroidism, not elsewhere classified",FALSE
SILVER,E212,Other hyperparathyroidism,FALSE
SILVER,E213,"Hyperparathyroidism, unspecified",FALSE
SILVER,E214,Other specified disorders of parathyroid gland,FALSE
SILVER,E215,"Disorder of parathyroid gland, unspecified",FALSE
SILVER,E220,Acromegaly and pituitary gigantism,FALSE
SILVER,E221,Hyperprolactinemia,FALSE
SILVER,E222,Syndrome of inappropriate secretion of antidiuretic hormone,FALSE
SILVER,E228,Other hyperfunction of pituitary gland,FALSE
SILVER,E229,"Hyperfunction of pituitary gland, unspecified",FALSE
SILVER,E230,Hypopituitarism,FALSE
SILVER,E231,Drug-induced hypopituitarism,FALSE
SILVER,E232,Diabetes insipidus,FALSE
SILVER,E233,"Hypothalamic dysfunction, not elsewhere classified",FALSE
SILVER,E236,Other disorders of pituitary gland,FALSE
SILVER,E237,"Disorder of pituitary gland, unspecified",FALSE
SILVER,E240,Pituitary-dependent Cushing's disease,FALSE
SILVER,E241,Nelson's syndrome,FALSE
SILVER,E242,Drug-induced Cushing's syndrome,FALSE
SILVER,E243,Ectopic ACTH syndrome,FALSE
SILVER,E244,Alcohol-induced pseudo-Cushing's syndrome,FALSE
SILVER,E248,Other Cushing's syndrome,FALSE
SILVER,E249,"Cushing's syndrome, unspecified",FALSE
SILVER,E250,Congenital adrenogenital disorders associated with enzyme deficiency,FALSE
SILVER,E258,Other adrenogenital disorders,FALSE
SILVER,E259,"Adrenogenital disorder, unspecified",FALSE
SILVER,E2601,Conn's syndrome,FALSE
SILVER,E2602,Glucocorticoid-remediable aldosteronism,FALSE
SILVER,E2609,Other primary hyperaldosteronism,FALSE
SILVER,E261,Secondary hyperaldosteronism,FALSE
SILVER,E2681,Bartter's syndrome,FALSE
SILVER,E2689,Other hyperaldosteronism,FALSE
SILVER,E269,"Hyperaldosteronism, unspecified",FALSE
SILVER,E270,Other adrenocortical overactivity,FALSE
SILVER,E271,Primary adrenocortical insufficiency,FALSE
SILVER,E272,Addisonian crisis,FALSE
SILVER,E273,Drug-induced adrenocortical insufficiency,FALSE
SILVER,E2740,Unspecified adrenocortical insufficiency,FALSE
SILVER,E2749,Other adrenocortical insufficiency,FALSE
SILVER,E275,Adrenomedullary hyperfunction,FALSE
SILVER,E278,Other specified disorders of adrenal gland,FALSE
SILVER,E279,"Disorder of adrenal gland, unspecified",FALSE
SILVER,E280,Estrogen excess,FALSE
SILVER,E281,Androgen excess,FALSE
SILVER,E282,Polycystic ovarian syndrome,FALSE
SILVER,E28310,Symptomatic premature menopause,FALSE
SILVER,E28319,Asymptomatic premature menopause,FALSE
SILVER,E2839,Other primary ovarian failure,FALSE
SILVER,E288,Other ovarian dysfunction,FALSE
SILVER,E289,"Ovarian dysfunction, unspecified",FALSE
SILVER,E290,Testicular hyperfunction,FALSE
SILVER,E291,Testicular hypofunction,FALSE
SILVER,E298,Other testicular dysfunction,FALSE
SILVER,E299,"Testicular dysfunction, unspecified",FALSE
SILVER,E300,Delayed puberty,FALSE
SILVER,E301,Precocious puberty,FALSE
SILVER,E308,Other disorders of puberty,FALSE
SILVER,E309,"Disorder of puberty, unspecified",FALSE
SILVER,E310,Autoimmune polyglandular failure,FALSE
SILVER,E311,Polyglandular hyperfunction,FALSE
SILVER,E3120,"Multiple endocrine neoplasia [MEN] syndrome, unspecified",FALSE
SILVER,E3121,Multiple endocrine neoplasia [MEN] type I,FALSE
SILVER,E3122,Multiple endocrine neoplasia [MEN] type IIA,FALSE
SILVER,E3123,Multiple endocrine neoplasia [MEN] type IIB,FALSE
SILVER,E318,Other polyglandular dysfunction,FALSE
SILVER,E319,"Polyglandular dysfunction, unspecified",FALSE
SILVER,E320,Persistent hyperplasia of thymus,FALSE
SILVER,E321,Abscess of thymus,FALSE
SILVER,E328,Other diseases of thymus,FALSE
SILVER,E329,"Disease of thymus, unspecified",FALSE
SILVER,E340,Carcinoid syndrome,FALSE
SILVER,E341,Other hypersecretion of intestinal hormones,FALSE
SILVER,E342,"Ectopic hormone secretion, not elsewhere classified",FALSE
SILVER,E343,Short stature due to endocrine disorder,FALSE
SILVER,E344,Constitutional tall stature,FALSE
SILVER,E3450,"Androgen insensitivity syndrome, unspecified",FALSE
SILVER,E3451,Complete androgen insensitivity syndrome,FALSE
SILVER,E3452,Partial androgen insensitivity syndrome,FALSE
SILVER,E348,Other specified endocrine disorders,FALSE
SILVER,E349,"Endocrine disorder, unspecified",FALSE
SILVER,E35,Disorders of endocrine glands in diseases classified elsewhere,FALSE
SILVER,E3601,Intraoperative hemorrhage and hematoma of an endocrine system organ or structure complicating an endocrine system procedure,FALSE
SILVER,E3602,Intraoperative hemorrhage and hematoma of an endocrine system organ or structure complicating other procedure,FALSE
SILVER,E3611,Accidental puncture and laceration of an endocrine system organ or structure during an endocrine system procedure,FALSE
SILVER,E3612,Accidental puncture and laceration of an endocrine system organ or structure during other procedure,FALSE
SILVER,E368,Other intraoperative complications of endocrine system,FALSE
SILVER,E40,Kwashiorkor,FALSE
SILVER,E41,Nutritional marasmus,FALSE
SILVER,E42,Marasmic kwashiorkor,FALSE
SILVER,E43,Unspecified severe protein-calorie malnutrition,FALSE
SILVER,E440,Moderate protein-calorie malnutrition,FALSE
SILVER,E441,Mild protein-calorie malnutrition,FALSE
SILVER,E45,Retarded development following protein-calorie malnutrition,FALSE
SILVER,E46,Unspecified protein-calorie malnutrition,FALSE
SILVER,E500,Vitamin A deficiency with conjunctival xerosis,FALSE
SILVER,E501,Vitamin A deficiency with Bitot's spot and conjunctival xerosis,FALSE
SILVER,E502,Vitamin A deficiency with corneal xerosis,FALSE
SILVER,E503,Vitamin A deficiency with corneal ulceration and xerosis,FALSE
SILVER,E504,Vitamin A deficiency with keratomalacia,FALSE
SILVER,E505,Vitamin A deficiency with night blindness,FALSE
SILVER,E506,Vitamin A deficiency with xerophthalmic scars of cornea,FALSE
SILVER,E507,Other ocular manifestations of vitamin A deficiency,FALSE
SILVER,E508,Other manifestations of vitamin A deficiency,FALSE
SILVER,E509,"Vitamin A deficiency, unspecified",FALSE
SILVER,E5111,Dry beriberi,FALSE
SILVER,E5112,Wet beriberi,FALSE
SILVER,E512,Wernicke's encephalopathy,FALSE
SILVER,E518,Other manifestations of thiamine deficiency,FALSE
SILVER,E519,"Thiamine deficiency, unspecified",FALSE
SILVER,E52,Niacin deficiency [pellagra],FALSE
SILVER,E530,Riboflavin deficiency,FALSE
SILVER,E531,Pyridoxine deficiency,FALSE
SILVER,E538,Deficiency of other specified B group vitamins,FALSE
SILVER,E539,"Vitamin B deficiency, unspecified",FALSE
SILVER,E54,Ascorbic acid deficiency,FALSE
SILVER,E550,"Rickets, active",FALSE
SILVER,E559,"Vitamin D deficiency, unspecified",FALSE
SILVER,E560,Deficiency of vitamin E,FALSE
SILVER,E561,Deficiency of vitamin K,FALSE
SILVER,E568,Deficiency of other vitamins,FALSE
SILVER,E569,"Vitamin deficiency, unspecified",FALSE
SILVER,E58,Dietary calcium deficiency,FALSE
SILVER,E59,Dietary selenium deficiency,FALSE
SILVER,E60,Dietary zinc deficiency,FALSE
SILVER,E610,Copper deficiency,FALSE
SILVER,E611,Iron deficiency,FALSE
SILVER,E612,Magnesium deficiency,FALSE
SILVER,E613,Manganese deficiency,FALSE
SILVER,E614,Chromium deficiency,FALSE
SILVER,E615,Molybdenum deficiency,FALSE
SILVER,E616,Vanadium deficiency,FALSE
SILVER,E617,Deficiency of multiple nutrient elements,FALSE
SILVER,E618,Deficiency of other specified nutrient elements,FALSE
SILVER,E619,"Deficiency of nutrient element, unspecified",FALSE
SILVER,E630,Essential fatty acid [EFA] deficiency,FALSE
SILVER,E631,Imbalance of constituents of food intake,FALSE
SILVER,E638,Other specified nutritional deficiencies,FALSE
SILVER,E639,"Nutritional deficiency, unspecified",FALSE
SILVER,E640,Sequelae of protein-calorie malnutrition,FALSE
SILVER,E641,Sequelae of vitamin A deficiency,FALSE
SILVER,E642,Sequelae of vitamin C deficiency,FALSE
SILVER,E643,Sequelae of rickets,FALSE
SILVER,E648,Sequelae of other nutritional deficiencies,FALSE
SILVER,E649,Sequelae of unspecified nutritional deficiency,FALSE
SILVER,E65,Localized adiposity,FALSE
SILVER,E6601,Morbid (severe) obesity due to excess calories,FALSE
SILVER,E6609,Other obesity due to excess calories,FALSE
SILVER,E661,Drug-induced obesity,FALSE
SILVER,E662,Morbid (severe) obesity with alveolar hypoventilation,FALSE
SILVER,E663,Overweight,FALSE
SILVER,E668,Other obesity,FALSE
SILVER,E669,"Obesity, unspecified",FALSE
SILVER,E670,Hypervitaminosis A,FALSE
SILVER,E671,Hypercarotenemia,FALSE
SILVER,E672,Megavitamin-B6 syndrome,FALSE
SILVER,E673,Hypervitaminosis D,FALSE
SILVER,E678,Other specified hyperalimentation,FALSE
SILVER,E68,Sequelae of hyperalimentation,FALSE
SILVER,E700,Classical phenylketonuria,FALSE
SILVER,E701,Other hyperphenylalaninemias,FALSE
SILVER,E7020,"Disorder of tyrosine metabolism, unspecified",FALSE
SILVER,E7021,Tyrosinemia,FALSE
SILVER,E7029,Other disorders of tyrosine metabolism,FALSE
SILVER,E7030,"Albinism, unspecified",FALSE
SILVER,E70310,X-linked ocular albinism,FALSE
SILVER,E70311,Autosomal recessive ocular albinism,FALSE
SILVER,E70318,Other ocular albinism,FALSE
SILVER,E70319,"Ocular albinism, unspecified",FALSE
SILVER,E70320,Tyrosinase negative oculocutaneous albinism,FALSE
SILVER,E70321,Tyrosinase positive oculocutaneous albinism,FALSE
SILVER,E70328,Other oculocutaneous albinism,FALSE
SILVER,E70329,"Oculocutaneous albinism, unspecified",FALSE
SILVER,E70330,Chediak-Higashi syndrome,FALSE
SILVER,E70331,Hermansky-Pudlak syndrome,FALSE
SILVER,E70338,Other albinism with hematologic abnormality,FALSE
SILVER,E70339,"Albinism with hematologic abnormality, unspecified",FALSE
SILVER,E7039,Other specified albinism,FALSE
SILVER,E7040,"Disorders of histidine metabolism, unspecified",FALSE
SILVER,E7041,Histidinemia,FALSE
SILVER,E7049,Other disorders of histidine metabolism,FALSE
SILVER,E705,Disorders of tryptophan metabolism,FALSE
SILVER,E708,Other disorders of aromatic amino-acid metabolism,FALSE
SILVER,E709,"Disorder of aromatic amino-acid metabolism, unspecified",FALSE
SILVER,E710,Maple-syrup-urine disease,FALSE
SILVER,E71110,Isovaleric acidemia,FALSE
SILVER,E71111,3-methylglutaconic aciduria,FALSE
SILVER,E71118,Other branched-chain organic acidurias,FALSE
SILVER,E71120,Methylmalonic acidemia,FALSE
SILVER,E71121,Propionic acidemia,FALSE
SILVER,E71128,Other disorders of propionate metabolism,FALSE
SILVER,E7119,Other disorders of branched-chain amino-acid metabolism,FALSE
SILVER,E712,"Disorder of branched-chain amino-acid metabolism, unspecified",FALSE
SILVER,E7130,"Disorder of fatty-acid metabolism, unspecified",FALSE
SILVER,E71310,Long chain/very long chain acyl CoA dehydrogenase deficiency,FALSE
SILVER,E71311,Medium chain acyl CoA dehydrogenase deficiency,FALSE
SILVER,E71312,Short chain acyl CoA dehydrogenase deficiency,FALSE
SILVER,E71313,Glutaric aciduria type II,FALSE
SILVER,E71314,Muscle carnitine palmitoyltransferase deficiency,FALSE
SILVER,E71318,Other disorders of fatty-acid oxidation,FALSE
SILVER,E7132,Disorders of ketone metabolism,FALSE
SILVER,E7139,Other disorders of fatty-acid metabolism,FALSE
SILVER,E7140,"Disorder of carnitine metabolism, unspecified",FALSE
SILVER,E7141,Primary carnitine deficiency,FALSE
SILVER,E7142,Carnitine deficiency due to inborn errors of metabolism,FALSE
SILVER,E7143,Iatrogenic carnitine deficiency,FALSE
SILVER,E71440,Ruvalcaba-Myhre-Smith syndrome,FALSE
SILVER,E71448,Other secondary carnitine deficiency,FALSE
SILVER,E7150,"Peroxisomal disorder, unspecified",FALSE
SILVER,E71510,Zellweger syndrome,FALSE
SILVER,E71511,Neonatal adrenoleukodystrophy,FALSE
SILVER,E71518,Other disorders of peroxisome biogenesis,FALSE
SILVER,E71520,Childhood cerebral X-linked adrenoleukodystrophy,FALSE
SILVER,E71521,Adolescent X-linked adrenoleukodystrophy,FALSE
SILVER,E71522,Adrenomyeloneuropathy,FALSE
SILVER,E71528,Other X-linked adrenoleukodystrophy,FALSE
SILVER,E71529,"X-linked adrenoleukodystrophy, unspecified type",FALSE
SILVER,E7153,Other group 2 peroxisomal disorders,FALSE
SILVER,E71540,Rhizomelic chondrodysplasia punctata,FALSE
SILVER,E71541,Zellweger-like syndrome,FALSE
SILVER,E71542,Other group 3 peroxisomal disorders,FALSE
SILVER,E71548,Other peroxisomal disorders,FALSE
SILVER,E7200,"Disorders of amino-acid transport, unspecified",FALSE
SILVER,E7201,Cystinuria,FALSE
SILVER,E7202,Hartnup's disease,FALSE
SILVER,E7203,Lowe's syndrome,FALSE
SILVER,E7204,Cystinosis,FALSE
SILVER,E7209,Other disorders of amino-acid transport,FALSE
SILVER,E7210,"Disorders of sulfur-bearing amino-acid metabolism, unspecified",FALSE
SILVER,E7211,Homocystinuria,FALSE
SILVER,E7212,Methylenetetrahydrofolate reductase deficiency,FALSE
SILVER,E7219,Other disorders of sulfur-bearing amino-acid metabolism,FALSE
SILVER,E7220,"Disorder of urea cycle metabolism, unspecified",FALSE
SILVER,E7221,Argininemia,FALSE
SILVER,E7222,Arginosuccinic aciduria,FALSE
